,frag_smiles
55853,Oc1cccc(Cl)c1
55854,CNc1ccc(O)cc1C
55855,[CH]C1CN(C)C(=O)N(C)C1O
55856,[CH]N(C)c1cccc(Br)c1
55857,CC([NH+])C1(C)CC1
55858,Oc1ccccc1I
55859,COC(OC)C1CCCCN1C(C)=O
55860,CC([NH3+])Cc1cc(C)nn1C
55861,CCC(NC(=O)C(C)(C)C)C(=O)O
55862,[CH]SC(=CC)C(=O)NCC
55863,[CH]C(O)C(O)C(=O)O
55864,CN(C)c1cc(C(=O)O)ccn1
55865,CC(C)(C)OC(=O)CC[NH+]
55866,O=C(O)c1ccc(Br)c(F)c1
55867,[CH]C(C)[NH+](CC)CC(O)(CC)CC
55868,COC(=O)N(C)CC(=O)O
55869,CC1=C(N)OC(CCl)=C(C)[CH]1
55870,CS(=O)(=O)c1ccccc1C(N)=O
55871,C=C1C[N+](=C)C(SC)=NC1=O
55872,CCC(C)n1cccn1
55873,[CH]NC(=O)CSC([NH+])[NH+]
55874,CC(C)C(=O)C1CCOC(C)(C)C1
55875,[CH]C=C(O)N=N
55876,Nc1cccc(N)c1[N+](=O)[O-]
55877,SCc1ccccc1Cl
55878,Cc1ccc2oc(=O)n(C(C)C)c2c1
55879,CN(C)CN1C(=O)C(=O)N(C)C1=O
55880,NCC1CCCN(S(N)(=O)=O)C1
55881,CC([NH2+])C(=O)NCCO
55882,COC(=O)C(C)C(C)N
55883,CN1N=CC(=N)C1N
55884,CC1[CH]OCC[NH2+]1
55885,CC(C)OC1CN(C)CC1O
55886,Cc1ccc2c(N)n[nH]c2n1
55887,COc1ccc(C)c2c1C(=O)CC2C
55888,N=C(N)C1=NC=NC1N
55889,Cc1ccnc(N(C=O)C(C)(C)C)c1
55890,CCCNC(=O)C(C)(F)Cl
55891,Cc1nc(C)c(C)o1
55892,O=C(O)C(=O)c1ccccc1
55893,[CH]CCNC(=O)NC
55894,[N+]c1ccc(F)c([N+])c1
55895,CC(=O)C(=O)N1CCCC(N)C1
55896,[CH]C[NH2+]C(C)C(CN)OC
55897,NCc1ccccc1C(F)(F)F
55898,Nc1cccc2c1CC[NH2+]C2
55899,CCC(=O)C(=CNC)C(=O)[O-]
55900,[CH]C(O)C(CO)NC(=O)CC
55901,CC(S)C(c1ccccc1)N(C)C
55902,CC[NH2+]C(C(C)C)C(C)N
55903,[CH]c1nc(C(C)(C)C)nn1C
55904,C[NH2+]C1CCCC1CN(C)C
55905,O=Cc1n[nH]c2ccc(O)cc12
55906,[CH]C(C)SC1COC1
55907,[CH]C1CCC2=CCC=CC2(C)C1CC
55908,[CH]Cn1cnc(C)cc1=O
55909,CC1=CC(=S)NNC1
55910,Cc1nn(C)c(C(N)=O)c1Cl
55911,CC1CCC(O)CC1C
55912,COc1c(F)cc(F)c(F)c1F
55913,NCC1(C2CC2)CC1
55914,CC(N)C(CS)N1CCOCC1
55915,[CH]C1CC(O)CC2C(C)(C)CCC(O)C12C
55916,[CH]N1CCS(=O)C(C)(C)C1
55917,COC(C)C(C)=O
55918,Cc1coc2ccccc12
55919,CC(=N)c1c(C)cccc1N
55920,C=C(C)CC(CCC)[NH2+]CC
55921,[CH]C([CH])c1cccc(OC)c1
55922,CC(C)C(=O)n1ccnc1
55923,CN(C)C(C(N)=O)c1cc(O)ccc1[N+](=O)[O-]
55924,CCCc1cc(C)ccc1C[NH2+]
55925,[N+]c1cccc(C(N)=NO)c1
55926,CCSCC(C)[NH2+]C
55927,[CH][NH2+]CC(C)(O)C#CC
55928,CCCCC([NH2+]C)C(C)(C)N
55929,[CH]N=C(N[CH])SCCO
55930,CN(C)c1ccc(N)cc1
55931,[CH]C=C(N=N)c1ccsc1
55932,CC(=O)N(C(C)=O)C(C)C
55933,[CH]OC(N=C)c1ccccc1OC
55934,C[NH2+]Cc1ccncn1
55935,Cc1cccc2[nH]cc(C)c12
55936,[CH]Sc1nc(C)c(C)n1CC(C)C
55937,CCC(C)C(C)NC
55938,CNc1cccc(Cl)c1Cl
55939,CCC(NC)C(=O)N=C(N)S
55940,[CH]C1CCC(=O)OC1(C)CC
55941,Nc1ccc2ccc(=O)oc2c1
55942,CCC(NS)c1cccc(F)c1
55943,[CH]CN(CC)C(=O)CC([CH])C
55944,CCC(C(=O)NC)C(C)C
55945,CCC(C(N)=O)N(C)C(=O)CN
55946,NCc1ccc(O)cc1Br
55947,[CH]N(C)C(C(=O)OCC)C(C)(C)S
55948,CCC(O)(CC)CNC(=[NH+])N
55949,C=[NH+]C(C)C(C)[NH+]
55950,CCn1cc(C)nn1
55951,C[NH2+]CC1CCCC[NH+]1C(C)C
55952,NCC1OCC([NH2+])C1O
55953,[CH]C1CNC(C)C(=O)N1C(C)C
55954,CCN(CC)C1CC[NH2+]CC1C
55955,Cc1sc2ncccc2c1N
55956,Cc1cc(C2CC2)n(C(C)C)n1
55957,CNC(=O)C1(NC(C)=O)CCCCC1
55958,CCC(CN)(CCNC)N(C)C
55959,CS(=O)(=O)C1CCCC1(O)CO
55960,[CH]c1nc2nc(N)ccc2[nH]1
55961,CC1[CH]Sc2c(Cl)cccc2C1=O
55962,CC(C)C(=O)C1CCCC(S)C1
55963,Cc1cc(CO)ccc1S
55964,CC[NH2+]C(C)(CO)CC(C)[NH+]
55965,O=C([O-])C1C=CCNC1=S
55966,NC[NH+]1CCC(CS)C1
55967,CC(C)c1ncc[nH]1
55968,Cc1cc(Br)c(O)c(Br)c1O
55969,[S-]c1nnc([N-]S)s1
55970,[CH]C(=O)NNC(=O)C[NH+]
55971,COc1cccc(C(=O)Cl)c1
55972,[CH]C([NH+])c1cccc(Cl)c1
55973,[CH]C(C)(C)Cc1ccc(C)s1
55974,CC(C)[NH+]1C(C)[CH]CCC1C(=O)[O-]
55975,CNc1cc(O)ccc1O
55976,Cc1cc(C)c2[nH]c(C)c(C)c2c1
55977,C=c1ccc(Cl)cc1=[NH+]C
55978,Cn1c(CC(N)=O)n[nH]c1=S
55979,CCCc1n[nH]c(C)c1C
55980,CNC(C)c1nnc(N)s1
55981,C=C(C)c1ccccc1N
55982,CCC(NC(=O)NC)C(C)S
55983,CNC(=O)C(C)(F)Cl
55984,N#Cc1cc(F)cc(I)c1
55985,CN1[CH]CC(C(N)=O)c2ccccc21
55986,CS(=O)(=O)c1c(N)cccc1Cl
55987,[CH]CN1CC(C[NH3+])CCC1C
55988,[CH]CC[NH2+]CC([CH])C
55989,[CH]N(C)Cc1cc(Br)cs1
55990,C=C(C)C(=O)NC(CC)C(C)C
55991,Cc1cnc(C)c(C)n1
55992,[CH]C(C)(C)Nc1cccc(O)c1
55993,[CH]C(C)C(=O)NC#N
55994,Cn1cc(C=O)c2ccccc21
55995,CC(C)(C)c1ccc(O)c(C(=O)Cl)c1
55996,C[NH2+]C(C)c1nccs1
55997,C[NH2+]C(c1c(F)cccc1F)C(C)(C)O
55998,[CH]N(C)Cc1nc(C)no1
55999,[CH]NC(=O)C1(C)CC=CCC1C(=O)O
56000,Cc1cccc2c1OC(C)(C)C2
56001,CC1COC(C(C)[NH3+])CN1
56002,[CH]c1ncc[nH]1
56003,[CH]C(C)c1nc(N)sc1C
56004,Cc1cc(O)cc(C(=O)N(C)C)c1
56005,C=CCN1C(=S)OC(=C)C1=S
56006,CC(C)CN(C)C(N)=O
56007,Cc1cnn(C(C)C(C)C)c1
56008,[CH]CC[NH+](CCN)C(C)CN
56009,C1=Nc2ccccc2SC1
56010,[CH]CN(C[CH])C(=O)C1CNC1
56011,CCC(CC)(C[NH2+])CO
56012,CC(N)=Nc1ccccc1C#N
56013,CC(N)=[NH+]C(C)(C)C
56014,CCC1CC(C(C)=N)C1(C)C
56015,Nc1cc(O)cc2cccnc12
56016,[CH]C(=O)N1CCCCC1CC(C)O
56017,Cc1cnc(C(C)[NH+](C)C)o1
56018,C[NH+](C)CC(=O)O
56019,SNc1ccc(Cl)c(Cl)c1
56020,C=CC1(C)C(=C)CCC2C(C)CCC(O)C21Cl
56021,CCC1(C(C)C)CC[NH2+]CC1C
56022,CCCC(C(=O)NC)[NH+](C)C(C)C
56023,CC(=O)N(C)C(C)CC(C)C
56024,CCN1CCNCC1C#N
56025,CCC(CC)c1ccn[nH]1
56026,CCC(Br)C(CC)CC
56027,CC([NH+])C(C)C(=O)NN
56028,[CH]N([CH])C(=O)c1cccc(Cl)c1
56029,C#Cc1cc(C(N)=O)cs1
56030,COc1cccc(C(N)N)c1OC
56031,N#Cc1cc(N)nc(Cl)c1
56032,[CH]CC(CC)OCC[NH3+]
56033,CC[NH+](CC)C(C)CNS
56034,[CH]c1n[nH]c2nccnc12
56035,[CH]OC(CC)CN(C)CC
56036,CNc1nc(C(C)C)cs1
56037,Cn1cc(S)cc1C(=O)[O-]
56038,CCCS(=O)(=O)CCO
56039,CN(C)C1CCC(C)([NH2+])C1
56040,CCN(CC)C(=O)C1CNC1
56041,CC[NH+](c1ccccc1C)C(C)C
56042,CCC(C(C)O)N1CCNCC1
56043,[CH]C(C)(C)N(C)CC(CC)[NH+](C)C
56044,Cc1cc(=O)c2ccc(N)nc2[nH]1
56045,CNC(=O)c1cc(F)cc(F)c1
56046,CCC(C[NH2+])[NH+](C)C
56047,[CH]C(C)N(CC)C1CC1
56048,CC(S)NC(=O)C1CC1
56049,NC(=O)c1ccccc1NC(=O)O
56050,COC1C(C)C(OC)C1(C)C
56051,CNC(=O)c1cc(O)no1
56052,[CH]C1CCCC(Cl)C1
56053,[CH]C1COCC=C1C(C)C
56054,C=Cc1cccc(OS)c1
56055,COC(CN)c1cccc(O)c1
56056,CC1NC(C(=O)[O-])C(C)(C)S1
56057,[CH]Cn1nnc2ccc(Cl)cc21
56058,NCc1cc(CO)[nH]n1
56059,[CH]N([CH])C(=O)C(C)(N)C(F)(F)F
56060,[CH]C(C)C(=O)N(CCN)CC(C)C
56061,CC=Nn1c(C)nnc1C
56062,C=Nc1ccc(C)c(C)c1
56063,CCC1(CO)CCNCC1
56064,COC(C)=NC
56065,[CH]C[NH+](CC)CC(CC)CO
56066,CCC(=O)c1ccnn1CC
56067,[CH]CN(CC)C(C)C(C)C(N)=O
56068,CC(=O)N(CC(=O)NC)C([CH])=O
56069,[CH]C1C(=C)C(=O)OC1C
56070,O=C1N[CH]Nc2ccc(O)cc21
56071,CCCC(OC(C)C)C(CC)[NH2+]C
56072,CC(CS(C)(=O)=O)[NH+](C)C
56073,CCC(C#N)(CS)N1CCCCC1
56074,[O-]c1cccc(F)c1
56075,CCS(=O)(=O)N1CCCCC1C(N)=O
56076,CCC1(CNS)CCC1
56077,CC1C[CH]CCN1C(=O)N(C)C
56078,CNC1(C(=O)[O-])CCSC1
56079,CN(C)C(=O)c1ccnc(O)c1
56080,[CH]N1CCC([NH2+]C(C)C)C1
56081,C[NH2+]C(C)(C(C)=N)C(C)C
56082,[CH]CC1(O)CCCC1
56083,Cn1c(=N)sc2cccc(Br)c21
56084,[CH]C(=O)N(CC)CC(CC)[NH+](C)C
56085,CCC(C(=O)NC)N(C)C
56086,CC(C)([NH+])C(O)CC1CC1
56087,[CH]C(=O)N(CC)c1ccccc1N(C)C
56088,S[N-]c1ccccn1
56089,CCSC(F)C(=O)[O-]
56090,Cc1cnccc1NC(N)=O
56091,CNc1ccc(N)c(C(=O)[O-])c1
56092,CN(C)c1c(F)cccc1C(=O)[O-]
56093,[CH]OCCOC(C)C
56094,Nc1ccc(C(=O)O)cn1
56095,[CH]C(=O)c1csc(C)c1C
56096,O=C(O)c1ccc(Cl)nc1
56097,CC=C1C(C#N)=C(N)C(C)(C)[CH]C1C
56098,CC1(C)SCC(C(=O)O)NC1=O
56099,CC(=O)N(CC(=O)N(C)C)C(C)=O
56100,[CH]C1(C)[CH]C(C)C(C([CH])(C)C)CC1
56101,S=C(S)N1CCOCC1
56102,[CH]C1C(C)=CCC1C([CH])(C)O
56103,[CH][NH2+]C1CCCCC1C(=O)NC
56104,SC1CCOC1
56105,CN(C)C(=O)c1cnn(C)c1C(F)(F)F
56106,Sc1cc(Cl)c(Br)s1
56107,C=[NH+]Nc1ccccc1Cl
56108,CC1(O)CCCC1(O)CS
56109,CCN(CC)C(=O)N(CC)C(C)(C)C
56110,CCC(CC)n1ccc(I)n1
56111,CC(=O)N1CSCC1C
56112,CCC1(CC)SCCN1C
56113,CCC(=CN)c1csc(C)n1
56114,CC1[NH2+]CCCC1N(C)C
56115,COC(C)(C=C)C(C)(Cl)Cl
56116,[CH]C(=O)C(=CN(CC)CC)CC
56117,CCCn1c(CC)nnc1C(C)N
56118,CNC(=O)C1CC(O)[CH]C(N)C1SC
56119,CC1C([NH+](C)C)CC2CC1C2(C)C
56120,SNC1CCCCC1S
56121,CCC(C)C(=N)[O-]
56122,CCC(O)(CS)C(=O)NC(C)C
56123,CC(C)([NH2+])Cc1cccc(Br)c1
56124,[CH]CN(CC)C1CCN(C)C1
56125,[CH]C(=O)NCC1(C)COC1
56126,[CH][NH2+]C(CC)CC(=C)C
56127,CC=C[NH+]1C2CCCC1CC2
56128,Cn1cnn(C[NH+])c1=S
56129,NC(=O)C[N+]12CC[N+](CC1)CC2
56130,[CH]CC(C(=O)N(C)C(C)C)C(C)O
56131,[CH]C=NNC(=O)NN
56132,CNC1CCCCC1
56133,CC([NH3+])C(O)c1cccs1
56134,[CH]CSCC(C)C
56135,CCn1c(C)cc(C)c(C#N)c1=O
56136,[CH][NH2+]C(SC)c1cccc([N+])c1
56137,CC(C)=CCO
56138,CN(C)C(C)=C(C)S
56139,CCC1CCN(C(C)=O)C1
56140,CCC1CC(C(N)=O)CCC1C
56141,CCCC1(CO)CCC[NH+](C)C1
56142,[CH]C(C)c1noc(CC)n1
56143,CC1CC(C)N(C(=O)N(C)C)C1C[NH2+]
56144,[CH]NC(=O)C1CCCO1
56145,[CH][NH+]1CCCC1CO
56146,[CH]C(C)[N+](C)(CC)CC
56147,Cc1ccc(F)c(CS(N)(=O)=O)c1
56148,CCCn1cnc([N+])n1
56149,NC(=O)NC1CC=CC1
56150,[CH]C(C)C(C(=O)NN(C)C)C(C)C
56151,CN(C)C(=S)NCC(=O)[O-]
56152,CC1NCCC[NH+]1
56153,C=NC(SCC(N)=O)N(C)N
56154,[CH]C(=O)C(C#N)=C(N)S
56155,Fc1ccc(C(F)(F)F)cc1C(F)F
56156,Cc1ccc(O)c(CCl)n1
56157,CCCC1CCCN1C(C)=O
56158,CCCC1N[PH](O)(O)OC1=O
56159,CNc1ccccc1CCl
56160,[CH]C[NH2+]C(C)C[NH+](C)C
56161,[CH]C1[CH]C(C)C(O)CC1(C)C(C)O
56162,CCC(CC)(CNC(C)C)[NH+](C)C
56163,[CH]C(=O)N1CCC(C)[CH]C1C
56164,[CH]CCN(CC=C)CC(C)[NH+]
56165,CC[NH+](CC)C(CC(=O)[O-])C(=O)OC
56166,CCC1(C[NH3+])CCCC(C)(C)C1O
56167,CCC(NC)C(=O)N(CC)C(C)C
56168,CCc1n[nH]cc1C(=O)N(C)C
56169,CCC(CC)[NH2+]C(CC)C(C)[N+]
56170,CC(C)([NH+])C(O)c1cccc(Cl)c1Cl
56171,CCCN(CC)CC#N
56172,CC(C)C(=NN)c1cc(O)cc(O)c1
56173,CC(C)Oc1ccccc1C(N)=O
56174,CCC[NH+](CC)C(CC)CC
56175,CCC(C(C)O)C1CCCCN1C(=O)O
56176,CS(=O)(=O)CC1(C[NH2+])CC1
56177,CC(C)CCN(C(N)=O)C(C)(C)C
56178,CNC1CCCC([NH3+])C1
56179,Cc1nc(N)sc1C(C)(C)C
56180,[CH]C(=O)N(CC)C1CCS(=O)(=O)C1
56181,[CH]C(C)C1CCC(O)C=C1C
56182,CNc1cc(C)ccc1[NH2+]
56183,[CH]N(C)Cc1cccnc1N
56184,CSc1ncnc(C)c1C#N
56185,Oc1c[nH]c2cc(Cl)cc(Cl)c12
56186,[CH]CN(C(C)=O)c1cccc(F)c1
56187,[CH]N(C)C1CCCC(O)C1
56188,CCOc1cccc(N)c1
56189,CCc1nc(C(N)=O)c[nH]1
56190,[CH]N([CH])C(=O)C(=C)N
56191,C=C(O)c1ccco1
56192,CC1(C)CCC2C(CC[CH]C2(C)C)C1CC
56193,CCCC(=O)N(C)C(C)(C)C
56194,NC(=O)c1[nH]nc2c1CCC2
56195,[CH]C([O-])=C(C)C(C)=O
56196,[CH]C(=C)C(c1ccccc1)C(C)(C)C
56197,CC(C(N)=O)N(C)CC#N
56198,[CH]N(C)c1ncnn1[CH]
56199,[CH]c1cc(NC)nc(C)n1
56200,[CH]CC(CC)(C[NH3+])C(C)(O)C(C)C
56201,CC[NH2+]C(CCN)C(=O)[O-]
56202,Cc1cccnc1C(=[NH+])N
56203,[CH]C(C)C=NNC(C)=O
56204,COCCl
56205,[CH]c1nc(N)sc1C
56206,C=CC=NN(C(N)=S)C(C)N
56207,[CH]N1C=NC(C(N)=O)C1N
56208,[CH]C(=O)NC(CC)C(=O)OC
56209,CC(N)C(Br)C=N
56210,[CH]C1C(CC)CCC1([CH])O
56211,[CH]C(=N)C(C=N)c1cccc(F)c1
56212,[CH]C(N)C([O-])=NC#N
56213,[CH]S(=O)c1ncccc1[N+](=O)[O-]
56214,CC(C)C(C)(O)[NH+](C)C
56215,[CH]N(C)C(=O)c1cccc([N-])c1
56216,C[NH2+]C1C[CH][NH2+]CC1
56217,[CH]Nc1ccccc1S
56218,CCN1CCC(C)C1
56219,CC(C)C(NC(=O)CCl)C(=O)[O-]
56220,CN1C(=O)NC2(CCOCC2)C1=O
56221,Nc1nc[nH]c(=O)c1N
56222,[CH]C(C)NCC(=O)OC
56223,CC([NH3+])C1CCC(C)C(C)C1
56224,CC([NH+])C(O)C(C)O
56225,CNC1N=C(C)C(C)=C1C#N
56226,[CH]NC(=O)c1ccccc1N(C)C
56227,[CH]C(N)c1ccc(Br)c(C)c1
56228,[CH]C(C)=C(O)CC
56229,CCC(CC)(CC)C(=O)C(C)OC
56230,CNC(c1[nH+]ccn1C)C(C)O
56231,CC1OC(C)(C)N(C(=O)O)C1C
56232,CCC1C(C)[CH]CCN1C(=S)NC
56233,[O-]c1nc(S)nc2nc[nH]c12
56234,C=NN(c1ccccc1)C(C)C
56235,CC[NH+](CC)CC(O)C[NH+]
56236,CC1=C(C([NH+])[NH+])C(Cl)N(C)N1
56237,[CH]C1C(O)CC(C(C)=O)C1([CH])C
56238,[CH][NH2+]C12CCCC(CCC1)C2
56239,CCC(OC)C(C)[NH2+]C(C)C
56240,CCC1CN(C(C)=O)CCC1C
56241,[CH]N1CCc2c(N)cccc21
56242,[CH]C(C)OCC(=O)Cl
56243,CCCS(=O)(=O)N(CC)C(C)S
56244,O=Cc1cccc([N+](=O)[O-])c1O
56245,CC(C)N(C)C(=O)C(C)(N)C(F)(F)F
56246,[CH]CC=C1CCCCC1
56247,CC(O)c1noc(C(C)(C)[NH3+])n1
56248,C=C(P)C#N
56249,CC[NH2+]C(CC)C(C)C
56250,CNC(=O)c1c(C)c(C)nn(C)c1=O
56251,CN=C(C)C(C)S
56252,CCC(CC)C(C[NH3+])[NH+](CC)CC
56253,CCn1cc(Cl)c(C(=O)O)n1
56254,C[NH+]1CCCCC1C(=O)O
56255,CC1(C)CO[CH]CN1S(N)(=O)=O
56256,Cn1c(CN)cnc1S
56257,CCC(=NN)c1cc(C)ccc1O
56258,C=C(N)c1ccccc1
56259,OCCc1cccs1
56260,[CH]C(C)(O)C(CC)(CC)CC(C)C
56261,CCc1cc(OC)ccc1Br
56262,CSc1ncncc1C
56263,CNC(=O)N(CC(N)=O)C(C)C
56264,CC1(C)CC1(C#N)C(N)(O)S
56265,CCSc1c(Cl)cccc1NC
56266,[CH]OCC(=O)NCC
56267,CC1(C)[CH]CC2=C(C1)C(C)(C)CCC2
56268,Cc1cc(N)ncc1S
56269,[NH2+]C1CCCc2cccnc21
56270,[CH]CC(CC)C[NH2+]
56271,SCc1ccsc1
56272,CN1CC2CC(N)C1C2
56273,[CH]Cc1cccc2c1OC(C)(C)C2
56274,Cc1cc(C[NH2+])c(C)n1C
56275,[CH]C(N)CCC(=O)[O-]
56276,Cc1noc(CS(C)(=O)=O)n1
56277,CC1(C)CC(=O)C(C(C)(C)[NH+])=C(N)C1
56278,COC(=O)CC(C[NH2+])OC
56279,CC1(C)C2CCC1(CS)C(O)C2
56280,CCC(CC)(C(C)O)[NH+]1CCCC1
56281,CC(C)S(=O)(=O)N=[N+]
56282,CC(C)n1c(N)nc2cccnc21
56283,CC1(C)C[CH]CC(=NN)C1
56284,Cc1cc(O)c(O)c(C([NH3+])C(=O)[O-])c1
56285,CCOC(=O)C(C)(C)N
56286,CCC(C(N)=O)N(CC)C(=O)C(C)=N
56287,[CH]C(=O)N(CCCN)C([CH])=O
56288,[CH]SCc1nnc(C)n1C
56289,Cc1[nH+]c(S)n(C(C)C)c1C
56290,C[NH+]1CCCC(CI)C1
56291,CSc1cnc(C)nc1C
56292,COc1nccc(C(N)=O)n1
56293,[CH]C=C(N=N)c1cccnc1
56294,Cc1ccc(Cl)c(F)c1
56295,COc1ccc(N)c(C(=O)O)c1
56296,CSc1nc(C)cc(C)n1
56297,[CH]Cc1sc(NS)c(C)c1C
56298,Cc1ccc(C(=O)O)cc1C(C)(C)C
56299,CCCCN(C)S([N-])(=O)=O
56300,COC(=N)c1cccc(C)c1
56301,N=C1CC(=O)N=C2SN=C(S)N12
56302,COc1cccc(C(=N)[O-])n1
56303,CN=C(c1ccccc1)N([CH])C
56304,CCC1CCCC[NH+]1C(C)C
56305,CCCC(C[NH+])N(C)C
56306,CS(=O)(=O)Oc1ccccc1C(N)=O
56307,CCC1(CC)C[NH+]=C(N)N1
56308,NC(=[NH2+])N1C[CH]OCC1
56309,CC(=O)N1CCNC(=O)C1C
56310,Cc1cccc(F)c1C#N
56311,CC1(O)CC(O)C(O)C(O)C1
56312,Cn1cncc1C[NH2+]
56313,CCC(c1cnc(C)o1)C(C)O
56314,[CH]CNC(=O)C(C)=CC
56315,CNS(=O)(=O)N1CC(C)OCC1C
56316,NC1CCOC2(CCOCC2)C1
56317,CC(C)C1N=NC(N)S1
56318,[CH]CN1C(=O)C=CC1=O
56319,CC(C)n1cnc(S(N)(=O)=O)c1
56320,CC(=O)Nc1cccc([N+])c1
56321,CCc1cn(C)cn1
56322,O=C1[CH][NH+]=c2ccccc2=[NH+]1
56323,Cc1sc(S(=O)(=O)N(C)C)c(C(=O)[O-])c1C
56324,C=C(C)C(CC)c1ccccc1C
56325,CC1C[CH]N(S)CC1
56326,[CH]N1CC(N)CCC1CC
56327,CC[NH2+]C1(CO)CCC(S)C1
56328,CC(=N)C1=C([O-])CC(C)(C)CC1=O
56329,CC1CC(C)C(C=C)(C[CH])CC1
56330,CC(C)n1c(=S)[nH]c2cccnc21
56331,[CH][NH2+]CC1CCCOC1C(C)C
56332,C=Cc1ccc([O-])cc1
56333,CCC(CO)[NH+]1CCOCC1
56334,COC(c1ccccc1)C(C)C
56335,CCC(C(N)=O)S(C)=O
56336,[NH+]Cc1nnc2ccccn12
56337,CCN(C(=[N+])S)c1ccccc1
56338,Cc1ccc(O)cc1NC(C)C
56339,NC(=O)c1ccc(S(N)(=O)=O)o1
56340,[CH]NC(C)C[NH+](CC)CC
56341,NCc1cccc(NS)c1
56342,COC1(C(C)=O)C(O)CC2C(C)CC(O)CC21C
56343,CC[NH+](C)CC(O)CN
56344,CC(N)=C1C(=O)CC(C)(C)C(C(=O)O)C1=O
56345,CC1(O)CCCC2(C)CC(O)[CH]CC12
56346,COc1ccsc1C
56347,[NH2+]C1CCC(=O)NC1
56348,CC1(C)CCCC1[NH2+]
56349,CC(C)=C(C)C(N)=O
56350,CCn1c(=O)sc2cccc(Cl)c21
56351,CNc1ccc(=O)n(C)c1
56352,CNCC1COCCO1
56353,COC1(C)CN(C(C)=O)C1
56354,CSC(c1ccccc1F)N(C)C
56355,CCC(NC)C(N)=O
56356,[CH]C(O)Cc1ccc(C)s1
56357,[CH]n1nc(C(C)(C)C)cc1NC
56358,[CH]C(C)C(=O)N1CCOC(C)C1CC
56359,[CH]CNc1cccc(O)c1
56360,C=C(Cl)c1ccc(N)cc1
56361,[CH]C(O)c1ccccc1[N+]
56362,CCCC(C)(C)[NH3+]
56363,SN1CCCC2(CCOCC2)C1
56364,CC(C)C1([NH3+])CCCC1
56365,CCC[NH+](C)CC(C)O
56366,CNC(CC(C)C)C([CH])C
56367,[CH]C(C)OC(=O)C(C)CC
56368,CN(C)C(=O)c1ccccc1C(F)(F)F
56369,[CH]CC1=NC(=O)C(C)C=C1C
56370,CC(=O)Nc1c(F)cccc1S(C)(=O)=O
56371,CCCC(C)([NH2+]C(C)C)C(=O)[O-]
56372,COC1C2[CH]C(C)C(C2)C1O
56373,[CH][NH2+]CCN(CC)S(C)(=O)=O
56374,[CH]CN1CCN(C)CC1=O
56375,CC1(C)CN(C(=O)CO)CCO1
56376,CCC1C(=O)NCCN1C(=O)CO
56377,Cc1cnn(C)c(=O)c1C(N)=O
56378,[CH]C(C)=C1C(=O)N(CC)C(=O)N=C1S
56379,C=c1ncn(N=C(C)C)c1=NC
56380,CC1CCC2(CCN(C)C2)C1
56381,CC[NH2+]C(CO)C(C)O
56382,CC(C)C(=O)CC(F)(F)F
56383,CC([NH2+])CC(C)C
56384,Cn1cccc1C(=O)[O-]
56385,CNc1c(C)cc(O)cc1C
56386,CC(C)C1=NOC(C[NH+])C1
56387,[CH]C(N)Cc1ccccc1C
56388,CCC(O)(C(C)C#N)C(C)(C)C
56389,CC(C)C([NH3+])C(C)(C)N
56390,[CH]CC([NH2+]CC)C(C)S
56391,Cc1cc(C(N)=O)no1
56392,C=CCN(C(C)=O)C(=O)S
56393,CC(=N)c1ccc(I)cc1
56394,CC(=O)Nc1nnc([N-])s1
56395,CC([CH])C1CCC(C)CC1C
56396,CSc1nc(C)cc(C)c1C#N
56397,CC(C)[NH2+]C(C)(CCN)C(N)=O
56398,CC[NH+]1CCCCC1CNS
56399,[CH]Nc1ncnc(Cl)c1C
56400,CCCN(CC[NH+])CC(F)F
56401,CCC(C[NH2+])c1cc(N)cc(C)[nH+]1
56402,C=CCNC(C[NH+])C(C)C
56403,[CH]N(N)C(=S)N(C)C
56404,CC(C)N1C[NH+](C)CC1=O
56405,[CH]CCN1CCCC1C[NH+]
56406,CC(F)Sc1nnc(N)s1
56407,[CH]Nc1c([CH])cc(Br)cc1F
56408,[CH]N([CH])C(=O)C(F)(F)F
56409,NC(=S)C1CCCNC1
56410,N=CCC(O)(C(F)(F)Cl)C(F)(F)Cl
56411,CC(C)C(C)SCC(N)=O
56412,CC([NH3+])CCS(C)=O
56413,[N+]c1ccc2c(c1)NC(=O)CC2
56414,C=Nc1nnc(SC)s1
56415,Cc1cn[nH]c1C(C)N
56416,CC(O)C(N)=[NH2+]
56417,C=C([O-])Nc1cccc(O)c1
56418,[CH]C(C)CCN(CC)C(C)C
56419,COc1ccc(F)cc1Br
56420,Cc1ccc(F)c(C)c1
56421,[CH]NC(=O)c1cccc(N)c1O[CH]
56422,CC(=O)N(CC(F)(F)F)C(C)C
56423,CCC1(CC)CC[NH2+]CC1CC(C)C
56424,CC(C)C(C)[NH2+]CCN
56425,Cc1oc2c(F)cc(F)c(F)c2c1C(=O)O
56426,[CH]C(=O)NC1(C)CCCC1
56427,CC(C)(O)C[NH2+]C(C)(C)C
56428,[CH]CCSC
56429,[CH]CC(C(=O)N(CC)CC)[NH+](C)C
56430,[CH]C(N)(S)NC#N
56431,CCCC([NH3+])C(CS)SC
56432,CC(O)CN1CC[NH2+]CC1
56433,CC1NCCN(C(C)C)C1=O
56434,CC1CN(C(=O)C(C)[NH2+])CCO1
56435,CN[NH+]=C(N)SC
56436,Cc1c[n+]([O-])c(C)cc1O
56437,CC(C)CCC(C)[NH3+]
